"fdc_id","food_code","wweia_category_number","start_date","end_date"
"2708117","53720100","5404","2021-01-01","2023-12-31"
"2708118","53720200","5404","2021-01-01","2023-12-31"
"2708119","53720210","5404","2021-01-01","2023-12-31"
"2708120","53720300","5404","2021-01-01","2023-12-31"
"2708121","53720400","5404","2021-01-01","2023-12-31"
"2708122","53720500","5404","2021-01-01","2023-12-31"
"2708123","53720600","5404","2021-01-01","2023-12-31"
"2708124","53720610","5404","2021-01-01","2023-12-31"
"2708125","53720700","5404","2021-01-01","2023-12-31"
"2708126","53720800","5404","2021-01-01","2023-12-31"
"2708127","53729000","5404","2021-01-01","2023-12-31"
"2708128","53800000","9012","2021-01-01","2023-12-31"
"2708129","53801000","9012","2021-01-01","2023-12-31"
"2708130","53803100","9012","2021-01-01","2023-12-31"
"2708131","53803300","9012","2021-01-01","2023-12-31"
"2708132","54001000","5202","2021-01-01","2023-12-31"
"2708133","54102010","5504","2021-01-01","2023-12-31"
"2708134","54102015","5504","2021-01-01","2023-12-31"
"2708135","54102020","5504","2021-01-01","2023-12-31"
"2708136","54102050","5202","2021-01-01","2023-12-31"
"2708137","54102060","5504","2021-01-01","2023-12-31"
"2708138","54102100","5504","2021-01-01","2023-12-31"
"2708139","54102200","5504","2021-01-01","2023-12-31"
"2708140","54103000","5202","2021-01-01","2023-12-31"
"2708141","54200100","5202","2021-01-01","2023-12-31"
"2708142","54201010","5202","2021-01-01","2023-12-31"
"2708143","54202020","5204","2021-01-01","2023-12-31"
"2708144","54204020","5202","2021-01-01","2023-12-31"
"2708145","54204030","5202","2021-01-01","2023-12-31"
"2708146","54301010","5202","2021-01-01","2023-12-31"
"2708147","54301020","5202","2021-01-01","2023-12-31"
"2708148","54301030","5202","2021-01-01","2023-12-31"
"2708149","54301100","5202","2021-01-01","2023-12-31"
"2708150","54304000","5202","2021-01-01","2023-12-31"
"2708151","54304005","5202","2021-01-01","2023-12-31"
"2708152","54304020","5202","2021-01-01","2023-12-31"
"2708153","54304100","5202","2021-01-01","2023-12-31"
"2708154","54304110","5202","2021-01-01","2023-12-31"
"2708155","54304150","5202","2021-01-01","2023-12-31"
"2708156","54305010","5202","2021-01-01","2023-12-31"
"2708157","54305020","5202","2021-01-01","2023-12-31"
"2708158","54307000","5202","2021-01-01","2023-12-31"
"2708159","54308000","5202","2021-01-01","2023-12-31"
"2708160","54313000","5204","2021-01-01","2023-12-31"
"2708161","54318000","5004","2021-01-01","2023-12-31"
"2708162","54318500","5202","2021-01-01","2023-12-31"
"2708163","54319000","5202","2021-01-01","2023-12-31"
"2708164","54319005","5202","2021-01-01","2023-12-31"
"2708165","54319020","5202","2021-01-01","2023-12-31"
"2708166","54319500","5202","2021-01-01","2023-12-31"
"2708167","54325000","5204","2021-01-01","2023-12-31"
"2708168","54325010","5204","2021-01-01","2023-12-31"
"2708169","54325060","5204","2021-01-01","2023-12-31"
"2708170","54326000","5202","2021-01-01","2023-12-31"
"2708171","54328000","5202","2021-01-01","2023-12-31"
"2708172","54328100","5202","2021-01-01","2023-12-31"
"2708173","54328105","5202","2021-01-01","2023-12-31"
"2708174","54328110","5202","2021-01-01","2023-12-31"
"2708175","54328120","5202","2021-01-01","2023-12-31"
"2708176","54328200","5202","2021-01-01","2023-12-31"
"2708177","54328210","5202","2021-01-01","2023-12-31"
"2708178","54336000","5202","2021-01-01","2023-12-31"
"2708179","54336100","5202","2021-01-01","2023-12-31"
"2708180","54337010","5202","2021-01-01","2023-12-31"
"2708181","54337020","5202","2021-01-01","2023-12-31"
"2708182","54337030","5202","2021-01-01","2023-12-31"
"2708183","54337060","5202","2021-01-01","2023-12-31"
"2708184","54338000","5202","2021-01-01","2023-12-31"
"2708185","54338010","5202","2021-01-01","2023-12-31"
"2708186","54338020","5202","2021-01-01","2023-12-31"
"2708187","54338100","5202","2021-01-01","2023-12-31"
"2708188","54340100","5202","2021-01-01","2023-12-31"
"2708189","54340110","5202","2021-01-01","2023-12-31"
"2708190","54350000","9012","2021-01-01","2023-12-31"
"2708191","54350100","9012","2021-01-01","2023-12-31"
"2708192","54350200","9012","2021-01-01","2023-12-31"
"2708193","54360000","9012","2021-01-01","2023-12-31"
"2708194","54360100","9012","2021-01-01","2023-12-31"
"2708195","54401011","5004","2021-01-01","2023-12-31"
"2708196","54401021","5004","2021-01-01","2023-12-31"
"2708197","54401026","5004","2021-01-01","2023-12-31"
"2708198","54401031","5004","2021-01-01","2023-12-31"
"2708199","54401035","5004","2021-01-01","2023-12-31"
"2708200","54401055","5004","2021-01-01","2023-12-31"
"2708201","54401065","5004","2021-01-01","2023-12-31"
"2708202","54401075","5004","2021-01-01","2023-12-31"
"2708203","54401081","5004","2021-01-01","2023-12-31"
"2708204","54401085","5004","2021-01-01","2023-12-31"
"2708205","54401090","5004","2021-01-01","2023-12-31"
"2708206","54401110","5004","2021-01-01","2023-12-31"
"2708207","54401111","5004","2021-01-01","2023-12-31"
"2708208","54401112","5004","2021-01-01","2023-12-31"
"2708209","54401121","5004","2021-01-01","2023-12-31"
"2708210","54401122","5004","2021-01-01","2023-12-31"
"2708211","54401170","5004","2021-01-01","2023-12-31"
"2708212","54402080","5004","2021-01-01","2023-12-31"
"2708213","54402200","5008","2021-01-01","2023-12-31"
"2708214","54402610","5002","2021-01-01","2023-12-31"
"2708215","54402700","5202","2021-01-01","2023-12-31"
"2708216","54403001","5006","2021-01-01","2023-12-31"
"2708217","54403005","5006","2021-01-01","2023-12-31"
"2708218","54403006","5006","2021-01-01","2023-12-31"
"2708219","54403010","5006","2021-01-01","2023-12-31"
"2708220","54403040","5006","2021-01-01","2023-12-31"
"2708221","54403045","5006","2021-01-01","2023-12-31"
"2708222","54403046","5006","2021-01-01","2023-12-31"
"2708223","54403051","5006","2021-01-01","2023-12-31"
"2708224","54403052","5006","2021-01-01","2023-12-31"
"2708225","54403053","5006","2021-01-01","2023-12-31"
"2708226","54403054","5006","2021-01-01","2023-12-31"
"2708227","54403056","5006","2021-01-01","2023-12-31"
"2708228","54403057","5006","2021-01-01","2023-12-31"
"2708229","54403058","5006","2021-01-01","2023-12-31"
"2708230","54403059","5006","2021-01-01","2023-12-31"
"2708231","54403080","5006","2021-01-01","2023-12-31"
"2708232","54403081","5006","2021-01-01","2023-12-31"
"2708233","54403082","5006","2021-01-01","2023-12-31"
"2708234","54403083","5006","2021-01-01","2023-12-31"
"2708235","54403085","5006","2021-01-01","2023-12-31"
"2708236","54403087","5006","2021-01-01","2023-12-31"
"2708237","54403088","5006","2021-01-01","2023-12-31"
"2708238","54403089","5006","2021-01-01","2023-12-31"
"2708239","54403110","5006","2021-01-01","2023-12-31"
"2708240","54403120","5006","2021-01-01","2023-12-31"
"2708241","54403160","5006","2021-01-01","2023-12-31"
"2708242","54404000","5004","2021-01-01","2023-12-31"
"2708243","54404010","5004","2021-01-01","2023-12-31"
"2708244","54404020","5004","2021-01-01","2023-12-31"
"2708245","54406010","5004","2021-01-01","2023-12-31"
"2708246","54406200","5004","2021-01-01","2023-12-31"
"2708247","54408000","5008","2021-01-01","2023-12-31"
"2708248","54408015","5008","2021-01-01","2023-12-31"
"2708249","54408016","5008","2021-01-01","2023-12-31"
"2708250","54408017","5008","2021-01-01","2023-12-31"
"2708251","54408030","5008","2021-01-01","2023-12-31"
"2708252","54408035","5008","2021-01-01","2023-12-31"
"2708253","54408070","5008","2021-01-01","2023-12-31"
"2708254","54408081","5008","2021-01-01","2023-12-31"
"2708255","54408082","5008","2021-01-01","2023-12-31"
"2708256","54408105","5008","2021-01-01","2023-12-31"
"2708257","54408110","5008","2021-01-01","2023-12-31"
"2708258","54408115","5008","2021-01-01","2023-12-31"
"2708259","54408190","5008","2021-01-01","2023-12-31"
"2708260","54408200","5008","2021-01-01","2023-12-31"
"2708261","54408210","5008","2021-01-01","2023-12-31"
"2708262","54408250","5008","2021-01-01","2023-12-31"
"2708263","54408260","5008","2021-01-01","2023-12-31"
"2708264","54408290","5008","2021-01-01","2023-12-31"
"2708265","54408300","5008","2021-01-01","2023-12-31"
"2708266","54408310","5008","2021-01-01","2023-12-31"
"2708267","54408400","5008","2021-01-01","2023-12-31"
"2708268","54408405","5008","2021-01-01","2023-12-31"
"2708269","54408410","5008","2021-01-01","2023-12-31"
"2708270","54408411","5008","2021-01-01","2023-12-31"
"2708271","54408415","5008","2021-01-01","2023-12-31"
"2708272","54408416","5008","2021-01-01","2023-12-31"
"2708273","54408420","5008","2021-01-01","2023-12-31"
"2708274","54408422","5008","2021-01-01","2023-12-31"
"2708275","54408430","5008","2021-01-01","2023-12-31"
"2708276","54408432","5008","2021-01-01","2023-12-31"
"2708277","54408450","5008","2021-01-01","2023-12-31"
"2708278","54408455","5008","2021-01-01","2023-12-31"
"2708279","54408456","5008","2021-01-01","2023-12-31"
"2708280","54408460","5008","2021-01-01","2023-12-31"
"2708281","54408462","5008","2021-01-01","2023-12-31"
"2708282","54408465","5008","2021-01-01","2023-12-31"
"2708283","54408466","5008","2021-01-01","2023-12-31"
"2708284","54408470","5008","2021-01-01","2023-12-31"
"2708285","54408475","5008","2021-01-01","2023-12-31"
"2708286","54408480","5008","2021-01-01","2023-12-31"
"2708287","54408485","5008","2021-01-01","2023-12-31"
"2708288","54408486","5008","2021-01-01","2023-12-31"
"2708289","54408487","5008","2021-01-01","2023-12-31"
"2708290","54420210","5004","2021-01-01","2023-12-31"
"2708291","54420220","5008","2021-01-01","2023-12-31"
"2708292","54440010","5202","2021-01-01","2023-12-31"
"2708293","54440020","5004","2021-01-01","2023-12-31"
"2708294","55100005","4404","2021-01-01","2023-12-31"
"2708295","55100010","4404","2021-01-01","2023-12-31"
"2708296","55100020","4404","2021-01-01","2023-12-31"
"2708297","55100025","4404","2021-01-01","2023-12-31"
"2708298","55100030","4404","2021-01-01","2023-12-31"
"2708299","55100050","4404","2021-01-01","2023-12-31"
"2708300","55100055","4404","2021-01-01","2023-12-31"
"2708301","55100060","4404","2021-01-01","2023-12-31"
"2708302","55100065","4404","2021-01-01","2023-12-31"
"2708303","55100080","4404","2021-01-01","2023-12-31"
"2708304","55101000","4404","2021-01-01","2023-12-31"
"2708305","55101015","4404","2021-01-01","2023-12-31"
"2708306","55103000","4404","2021-01-01","2023-12-31"
"2708307","55103020","4404","2021-01-01","2023-12-31"
"2708308","55103100","4404","2021-01-01","2023-12-31"
"2708309","55105200","4404","2021-01-01","2023-12-31"
"2708310","55105205","4404","2021-01-01","2023-12-31"
"2708311","55106000","4404","2021-01-01","2023-12-31"
"2708312","55200010","4404","2021-01-01","2023-12-31"
"2708313","55200020","4404","2021-01-01","2023-12-31"
"2708314","55200030","4404","2021-01-01","2023-12-31"
"2708315","55200040","4404","2021-01-01","2023-12-31"
"2708316","55200050","4404","2021-01-01","2023-12-31"
"2708317","55200060","4404","2021-01-01","2023-12-31"
"2708318","55200070","4404","2021-01-01","2023-12-31"
"2708319","55200080","4404","2021-01-01","2023-12-31"
"2708320","55200100","4404","2021-01-01","2023-12-31"
"2708321","55200110","4404","2021-01-01","2023-12-31"
"2708322","55200120","4404","2021-01-01","2023-12-31"
"2708323","55200130","4404","2021-01-01","2023-12-31"
"2708324","55200200","4404","2021-01-01","2023-12-31"
"2708325","55201000","4404","2021-01-01","2023-12-31"
"2708326","55203000","4404","2021-01-01","2023-12-31"
"2708327","55203600","4404","2021-01-01","2023-12-31"
"2708328","55203700","4404","2021-01-01","2023-12-31"
"2708329","55205000","4404","2021-01-01","2023-12-31"
"2708330","55208000","4404","2021-01-01","2023-12-31"
"2708331","55300010","4404","2021-01-01","2023-12-31"
"2708332","55300020","4404","2021-01-01","2023-12-31"
"2708333","55300050","4404","2021-01-01","2023-12-31"
"2708334","55300060","4404","2021-01-01","2023-12-31"
"2708335","55301000","4404","2021-01-01","2023-12-31"
"2708336","55301015","4404","2021-01-01","2023-12-31"
"2708337","55301025","4404","2021-01-01","2023-12-31"
"2708338","55301031","4404","2021-01-01","2023-12-31"
"2708339","55301040","4404","2021-01-01","2023-12-31"
"2708340","55301048","4404","2021-01-01","2023-12-31"
"2708341","55400010","4404","2021-01-01","2023-12-31"
"2708342","55401000","4404","2021-01-01","2023-12-31"
"2708343","55501000","4404","2021-01-01","2023-12-31"
"2708344","55610300","4402","2021-01-01","2023-12-31"
"2708345","55701000","3202","2021-01-01","2023-12-31"
"2708346","55702000","3202","2021-01-01","2023-12-31"
"2708347","55702100","4404","2021-01-01","2023-12-31"
"2708348","55703000","3202","2021-01-01","2023-12-31"
"2708349","55801000","5506","2021-01-01","2023-12-31"
"2708350","55801010","5506","2021-01-01","2023-12-31"
"2708351","56104000","4004","2021-01-01","2023-12-31"
"2708352","56112000","4004","2021-01-01","2023-12-31"
"2708353","56113000","4004","2021-01-01","2023-12-31"
"2708354","56116000","5202","2021-01-01","2023-12-31"
"2708355","56116990","4004","2021-01-01","2023-12-31"
"2708356","56117090","4004","2021-01-01","2023-12-31"
"2708357","56130000","4004","2021-01-01","2023-12-31"
"2708358","56132990","4004","2021-01-01","2023-12-31"
"2708359","56140100","4004","2021-01-01","2023-12-31"
"2708360","56200300","4804","2021-01-01","2023-12-31"
"2708361","56200410","4004","2021-01-01","2023-12-31"
"2708362","56200510","4004","2021-01-01","2023-12-31"
"2708363","56200990","4804","2021-01-01","2023-12-31"
"2708364","56201050","4804","2021-01-01","2023-12-31"
"2708365","56201051","4804","2021-01-01","2023-12-31"
"2708366","56201052","4804","2021-01-01","2023-12-31"
"2708367","56201090","4804","2021-01-01","2023-12-31"
"2708368","56201091","4804","2021-01-01","2023-12-31"
"2708369","56201092","4804","2021-01-01","2023-12-31"
"2708370","56201210","4804","2021-01-01","2023-12-31"
"2708371","56201220","4804","2021-01-01","2023-12-31"
"2708372","56201230","4804","2021-01-01","2023-12-31"
"2708373","56201515","4804","2021-01-01","2023-12-31"
"2708374","56201516","4804","2021-01-01","2023-12-31"
"2708375","56201517","4804","2021-01-01","2023-12-31"
"2708376","56201600","4804","2021-01-01","2023-12-31"
"2708377","56202000","4004","2021-01-01","2023-12-31"
"2708378","56202900","4802","2021-01-01","2023-12-31"
"2708379","56202905","4802","2021-01-01","2023-12-31"
"2708380","56202960","4802","2021-01-01","2023-12-31"
"2708381","56203056","4802","2021-01-01","2023-12-31"
"2708382","56203057","4802","2021-01-01","2023-12-31"
"2708383","56203066","4802","2021-01-01","2023-12-31"
"2708384","56203067","4802","2021-01-01","2023-12-31"
"2708385","56203076","4802","2021-01-01","2023-12-31"
"2708386","56203077","4802","2021-01-01","2023-12-31"
"2708387","56203086","4802","2021-01-01","2023-12-31"
"2708388","56203087","4802","2021-01-01","2023-12-31"
"2708389","56203096","4802","2021-01-01","2023-12-31"
"2708390","56203097","4802","2021-01-01","2023-12-31"
"2708391","56203106","4802","2021-01-01","2023-12-31"
"2708392","56203107","4802","2021-01-01","2023-12-31"
"2708393","56203130","4802","2021-01-01","2023-12-31"
"2708394","56203135","4802","2021-01-01","2023-12-31"
"2708395","56203155","4802","2021-01-01","2023-12-31"
"2708396","56203160","4802","2021-01-01","2023-12-31"
"2708397","56203555","4802","2021-01-01","2023-12-31"
"2708398","56203610","4802","2021-01-01","2023-12-31"
"2708399","56204000","4004","2021-01-01","2023-12-31"
"2708400","56204005","4004","2021-01-01","2023-12-31"
"2708401","56204010","4004","2021-01-01","2023-12-31"
"2708402","56205000","4002","2021-01-01","2023-12-31"
"2708403","56205001","4002","2021-01-01","2023-12-31"
"2708404","56205002","4002","2021-01-01","2023-12-31"
"2708405","56205004","4002","2021-01-01","2023-12-31"
"2708406","56205006","4002","2021-01-01","2023-12-31"
"2708407","56205007","4002","2021-01-01","2023-12-31"
"2708408","56205008","4002","2021-01-01","2023-12-31"
"2708409","56205011","4002","2021-01-01","2023-12-31"
"2708410","56205012","4002","2021-01-01","2023-12-31"
"2708411","56205014","4002","2021-01-01","2023-12-31"
"2708412","56205016","4002","2021-01-01","2023-12-31"
"2708413","56205017","4002","2021-01-01","2023-12-31"
"2708414","56205018","4002","2021-01-01","2023-12-31"
"2708415","56205050","4804","2021-01-01","2023-12-31"
"2708416","56205060","4002","2021-01-01","2023-12-31"
"2708417","56205070","4002","2021-01-01","2023-12-31"
"2708418","56205101","4002","2021-01-01","2023-12-31"
"2708419","56205130","4002","2021-01-01","2023-12-31"
"2708420","56205150","4002","2021-01-01","2023-12-31"
"2708421","56205170","4002","2021-01-01","2023-12-31"
"2708422","56205190","4002","2021-01-01","2023-12-31"
"2708423","56205205","4002","2021-01-01","2023-12-31"
"2708424","56205210","4002","2021-01-01","2023-12-31"
"2708425","56205215","4002","2021-01-01","2023-12-31"
"2708426","56205300","4002","2021-01-01","2023-12-31"
"2708427","56205310","4002","2021-01-01","2023-12-31"
"2708428","56205320","4002","2021-01-01","2023-12-31"
"2708429","56205330","4002","2021-01-01","2023-12-31"
"2708430","56205340","4002","2021-01-01","2023-12-31"
"2708431","56205350","4002","2021-01-01","2023-12-31"
"2708432","56205410","4002","2021-01-01","2023-12-31"
"2708433","56206990","4804","2021-01-01","2023-12-31"
"2708434","56207016","4804","2021-01-01","2023-12-31"
"2708435","56207017","4804","2021-01-01","2023-12-31"
"2708436","56207030","4804","2021-01-01","2023-12-31"
"2708437","56207060","4804","2021-01-01","2023-12-31"
"2708438","56207110","4004","2021-01-01","2023-12-31"
"2708439","56207120","4004","2021-01-01","2023-12-31"
"2708440","56207130","4004","2021-01-01","2023-12-31"
"2708441","56207160","4004","2021-01-01","2023-12-31"
"2708442","56207200","4804","2021-01-01","2023-12-31"
"2708443","56207370","4804","2021-01-01","2023-12-31"
"2708444","56208500","4804","2021-01-01","2023-12-31"
"2708445","57100100","4602","2021-01-01","2023-12-31"
"2708446","57103100","4602","2021-01-01","2023-12-31"
"2708447","57119000","4602","2021-01-01","2023-12-31"
"2708448","57123000","4604","2021-01-01","2023-12-31"
"2708449","57124200","4602","2021-01-01","2023-12-31"
"2708450","57125000","4602","2021-01-01","2023-12-31"
"2708451","57126000","4602","2021-01-01","2023-12-31"
"2708452","57132000","4604","2021-01-01","2023-12-31"
"2708453","57134000","4604","2021-01-01","2023-12-31"
"2708454","57137000","4604","2021-01-01","2023-12-31"
"2708455","57151000","4604","2021-01-01","2023-12-31"
"2708456","57207000","4604","2021-01-01","2023-12-31"
"2708457","57214000","4604","2021-01-01","2023-12-31"
"2708458","57216000","4602","2021-01-01","2023-12-31"
"2708459","57221700","4602","2021-01-01","2023-12-31"
"2708460","57223000","4602","2021-01-01","2023-12-31"
"2708461","57227000","4602","2021-01-01","2023-12-31"
"2708462","57237100","4604","2021-01-01","2023-12-31"
"2708463","57240100","4602","2021-01-01","2023-12-31"
"2708464","57241000","4602","2021-01-01","2023-12-31"
"2708465","57301600","4604","2021-01-01","2023-12-31"
"2708466","57304100","4604","2021-01-01","2023-12-31"
"2708467","57305150","4602","2021-01-01","2023-12-31"
"2708468","57308400","4604","2021-01-01","2023-12-31"
"2708469","57329000","4602","2021-01-01","2023-12-31"
"2708470","57336000","4604","2021-01-01","2023-12-31"
"2708471","57344000","4604","2021-01-01","2023-12-31"
"2708472","57344010","4602","2021-01-01","2023-12-31"
"2708473","57347000","4602","2021-01-01","2023-12-31"
"2708474","57348000","4602","2021-01-01","2023-12-31"
"2708475","57401100","4604","2021-01-01","2023-12-31"
"2708476","57411000","4604","2021-01-01","2023-12-31"
"2708477","57412000","9999","2021-01-01","2023-12-31"
"2708478","57416000","4604","2021-01-01","2023-12-31"
"2708479","57417000","4604","2021-01-01","2023-12-31"
"2708480","57418000","4604","2021-01-01","2023-12-31"
"2708481","57420100","4602","2021-01-01","2023-12-31"
"2708482","57420110","4604","2021-01-01","2023-12-31"
"2708483","57420120","4602","2021-01-01","2023-12-31"
"2708484","57420130","4602","2021-01-01","2023-12-31"
"2708485","57420140","4602","2021-01-01","2023-12-31"
"2708486","57420150","4602","2021-01-01","2023-12-31"
"2708487","57420160","4604","2021-01-01","2023-12-31"
"2708488","57601100","9999","2021-01-01","2023-12-31"
"2708489","57602100","9999","2021-01-01","2023-12-31"
"2708490","57602500","9999","2021-01-01","2023-12-31"
"2708491","57801000","9002","2021-01-01","2023-12-31"
"2708492","57804000","9002","2021-01-01","2023-12-31"
"2708493","57805000","9002","2021-01-01","2023-12-31"
"2708494","57805090","9002","2021-01-01","2023-12-31"
"2708495","57806000","9002","2021-01-01","2023-12-31"
"2708496","57806050","9002","2021-01-01","2023-12-31"
"2708497","57806100","9002","2021-01-01","2023-12-31"
"2708498","57820000","9002","2021-01-01","2023-12-31"
"2708499","57820100","9002","2021-01-01","2023-12-31"
"2708500","57820200","9002","2021-01-01","2023-12-31"
"2708501","57820300","9002","2021-01-01","2023-12-31"
"2708502","57822000","9002","2021-01-01","2023-12-31"
"2708503","57823000","9002","2021-01-01","2023-12-31"
"2708504","57824000","9002","2021-01-01","2023-12-31"
"2708505","58100360","3506","2021-01-01","2023-12-31"
"2708506","58101830","3506","2021-01-01","2023-12-31"
"2708507","58101835","3506","2021-01-01","2023-12-31"
"2708508","58101930","3502","2021-01-01","2023-12-31"
"2708509","58101935","3502","2021-01-01","2023-12-31"
"2708510","58101940","3502","2021-01-01","2023-12-31"
"2708511","58101945","3502","2021-01-01","2023-12-31"
"2708512","58101950","3502","2021-01-01","2023-12-31"
"2708513","58101955","3502","2021-01-01","2023-12-31"
"2708514","58102000","3502","2021-01-01","2023-12-31"
"2708515","58102010","3502","2021-01-01","2023-12-31"
"2708516","58102020","3502","2021-01-01","2023-12-31"
"2708517","58102030","3502","2021-01-01","2023-12-31"
"2708518","58102040","3502","2021-01-01","2023-12-31"
"2708519","58102050","3502","2021-01-01","2023-12-31"
"2708520","58102060","3502","2021-01-01","2023-12-31"
"2708521","58102070","3502","2021-01-01","2023-12-31"
"2708522","58102110","3502","2021-01-01","2023-12-31"
"2708523","58102120","3502","2021-01-01","2023-12-31"
"2708524","58102130","3502","2021-01-01","2023-12-31"
"2708525","58102140","3502","2021-01-01","2023-12-31"
"2708526","58102150","3502","2021-01-01","2023-12-31"
"2708527","58102160","3502","2021-01-01","2023-12-31"
"2708528","58102170","3502","2021-01-01","2023-12-31"
"2708529","58102210","3502","2021-01-01","2023-12-31"
"2708530","58102220","3502","2021-01-01","2023-12-31"
"2708531","58102230","3502","2021-01-01","2023-12-31"
"2708532","58102240","3502","2021-01-01","2023-12-31"
"2708533","58102250","3502","2021-01-01","2023-12-31"
"2708534","58102300","3502","2021-01-01","2023-12-31"
"2708535","58102310","3502","2021-01-01","2023-12-31"
"2708536","58102320","3502","2021-01-01","2023-12-31"
"2708537","58102330","3502","2021-01-01","2023-12-31"
"2708538","58102340","3502","2021-01-01","2023-12-31"
"2708539","58102410","3502","2021-01-01","2023-12-31"
"2708540","58102420","3502","2021-01-01","2023-12-31"
"2708541","58102430","3502","2021-01-01","2023-12-31"
"2708542","58102440","3502","2021-01-01","2023-12-31"
"2708543","58102510","3502","2021-01-01","2023-12-31"
"2708544","58102520","3502","2021-01-01","2023-12-31"
"2708545","58102530","3502","2021-01-01","2023-12-31"
"2708546","58102540","3502","2021-01-01","2023-12-31"
"2708547","58102605","3502","2021-01-01","2023-12-31"
"2708548","58102610","3502","2021-01-01","2023-12-31"
"2708549","58102620","3502","2021-01-01","2023-12-31"
"2708550","58102630","3502","2021-01-01","2023-12-31"
"2708551","58102640","3502","2021-01-01","2023-12-31"
"2708552","58102650","3502","2021-01-01","2023-12-31"
"2708553","58102660","3502","2021-01-01","2023-12-31"
"2708554","58102680","3502","2021-01-01","2023-12-31"
"2708555","58102700","3506","2021-01-01","2023-12-31"
"2708556","58102710","3506","2021-01-01","2023-12-31"
"2708557","58102720","3506","2021-01-01","2023-12-31"
"2708558","58102730","3506","2021-01-01","2023-12-31"
"2708559","58102740","3506","2021-01-01","2023-12-31"
"2708560","58102750","3506","2021-01-01","2023-12-31"
"2708561","58102760","3506","2021-01-01","2023-12-31"
"2708562","58102770","3506","2021-01-01","2023-12-31"
"2708563","58102780","3506","2021-01-01","2023-12-31"
"2708564","58102790","3506","2021-01-01","2023-12-31"
"2708565","58102800","3506","2021-01-01","2023-12-31"
"2708566","58102810","3506","2021-01-01","2023-12-31"
"2708567","58102820","3506","2021-01-01","2023-12-31"
"2708568","58102830","3506","2021-01-01","2023-12-31"
"2708569","58102840","3506","2021-01-01","2023-12-31"
"2708570","58103100","3506","2021-01-01","2023-12-31"
"2708571","58103120","3506","2021-01-01","2023-12-31"
"2708572","58103125","3506","2021-01-01","2023-12-31"
"2708573","58103130","3506","2021-01-01","2023-12-31"
"2708574","58103250","3506","2021-01-01","2023-12-31"
"2708575","58103310","3506","2021-01-01","2023-12-31"
"2708576","58104105","3504","2021-01-01","2023-12-31"
"2708577","58104120","3504","2021-01-01","2023-12-31"
"2708578","58104130","3504","2021-01-01","2023-12-31"
"2708579","58104135","3504","2021-01-01","2023-12-31"
"2708580","58104150","3504","2021-01-01","2023-12-31"
"2708581","58104165","3504","2021-01-01","2023-12-31"
"2708582","58104170","3504","2021-01-01","2023-12-31"
"2708583","58104255","3506","2021-01-01","2023-12-31"
"2708584","58104260","3506","2021-01-01","2023-12-31"
"2708585","58104290","3506","2021-01-01","2023-12-31"
"2708586","58104295","3506","2021-01-01","2023-12-31"
"2708587","58104500","3506","2021-01-01","2023-12-31"
"2708588","58104520","3506","2021-01-01","2023-12-31"
"2708589","58104530","3506","2021-01-01","2023-12-31"
"2708590","58104700","3506","2021-01-01","2023-12-31"
"2708591","58104710","3506","2021-01-01","2023-12-31"
"2708592","58104730","3506","2021-01-01","2023-12-31"
"2708593","58104740","3506","2021-01-01","2023-12-31"
"2708594","58104750","3506","2021-01-01","2023-12-31"
"2708595","58104760","3506","2021-01-01","2023-12-31"
"2708596","58104770","3506","2021-01-01","2023-12-31"
"2708597","58104780","3706","2021-01-01","2023-12-31"
"2708598","58104790","3706","2021-01-01","2023-12-31"
"2708599","58104800","3506","2021-01-01","2023-12-31"
"2708600","58104825","3506","2021-01-01","2023-12-31"
"2708601","58104835","3506","2021-01-01","2023-12-31"
"2708602","58104900","3706","2021-01-01","2023-12-31"
"2708603","58104990","3506","2021-01-01","2023-12-31"
"2708604","58105000","3506","2021-01-01","2023-12-31"
"2708605","58105050","3506","2021-01-01","2023-12-31"
"2708606","58105060","3506","2021-01-01","2023-12-31"
"2708607","58105075","3506","2021-01-01","2023-12-31"
"2708608","58105100","3506","2021-01-01","2023-12-31"
"2708609","58105105","3506","2021-01-01","2023-12-31"
"2708610","58105110","3506","2021-01-01","2023-12-31"
"2708611","58105120","3506","2021-01-01","2023-12-31"
"2708612","58106200","3602","2021-01-01","2023-12-31"
"2708613","58106205","3602","2021-01-01","2023-12-31"
"2708614","58106210","3602","2021-01-01","2023-12-31"
"2708615","58106220","3602","2021-01-01","2023-12-31"
"2708616","58106225","3602","2021-01-01","2023-12-31"
"2708617","58106230","3602","2021-01-01","2023-12-31"
"2708618","58106233","3602","2021-01-01","2023-12-31"
"2708619","58106234","3602","2021-01-01","2023-12-31"
"2708620","58106235","3602","2021-01-01","2023-12-31"
"2708621","58106236","3602","2021-01-01","2023-12-31"
"2708622","58106250","3602","2021-01-01","2023-12-31"
"2708623","58106260","3602","2021-01-01","2023-12-31"
"2708624","58106300","3602","2021-01-01","2023-12-31"
"2708625","58106305","3602","2021-01-01","2023-12-31"
"2708626","58106320","3602","2021-01-01","2023-12-31"
"2708627","58106325","3602","2021-01-01","2023-12-31"
"2708628","58106330","3602","2021-01-01","2023-12-31"
"2708629","58106345","3602","2021-01-01","2023-12-31"
"2708630","58106347","3602","2021-01-01","2023-12-31"
"2708631","58106350","3602","2021-01-01","2023-12-31"
"2708632","58106358","3602","2021-01-01","2023-12-31"
"2708633","58106359","3602","2021-01-01","2023-12-31"
