"fdc_id","data_type","description","food_category_id","publication_date"
"2707905","survey_fndds_food","Cookie, brownie, with icing or filling","5504","2022-10-28"
"2707906","survey_fndds_food","Cookie, brownie, reduced fat, NS as to icing","5504","2022-10-28"
"2707907","survey_fndds_food","Cookie, butterscotch, brownie","5504","2022-10-28"
"2707908","survey_fndds_food","Cookie, bar, with chocolate","5504","2022-10-28"
"2707909","survey_fndds_food","Cookie, chocolate chip","5504","2022-10-28"
"2707910","survey_fndds_food","Cookie, chocolate chip, made from home recipe or purchased at a bakery","5504","2022-10-28"
"2707911","survey_fndds_food","Cookie, chocolate chip, reduced fat","5504","2022-10-28"
"2707912","survey_fndds_food","Cookie, chocolate chip sandwich","5504","2022-10-28"
"2707913","survey_fndds_food","Cookie, chocolate, made with rice cereal","5504","2022-10-28"
"2707914","survey_fndds_food","Cookie, chocolate, made with oatmeal and coconut, no bake","5504","2022-10-28"
"2707915","survey_fndds_food","Cookie, chocolate or fudge","5504","2022-10-28"
"2707916","survey_fndds_food","Cookie, marshmallow, chocolate-covered","5504","2022-10-28"
"2707917","survey_fndds_food","Cookie, marshmallow pie, chocolate covered","5504","2022-10-28"
"2707918","survey_fndds_food","Cookie, chocolate, with icing or coating","5504","2022-10-28"
"2707919","survey_fndds_food","Cookie, sugar wafer, chocolate-covered","5504","2022-10-28"
"2707920","survey_fndds_food","Cookie, chocolate sandwich","5504","2022-10-28"
"2707921","survey_fndds_food","Cookie, chocolate sandwich, reduced fat","5504","2022-10-28"
"2707922","survey_fndds_food","Cookie, chocolate, sandwich, with extra filling","5504","2022-10-28"
"2707923","survey_fndds_food","Cookie, chocolate and vanilla sandwich","5504","2022-10-28"
"2707924","survey_fndds_food","Cookie, chocolate wafer","5504","2022-10-28"
"2707925","survey_fndds_food","Cookie, graham cracker with chocolate and marshmallow","5504","2022-10-28"
"2707926","survey_fndds_food","Cookie bar, with chocolate, nuts, and graham crackers","5504","2022-10-28"
"2707927","survey_fndds_food","Cookie, coconut","5504","2022-10-28"
"2707928","survey_fndds_food","Cookie, fruit-filled bar","5504","2022-10-28"
"2707929","survey_fndds_food","Cookie, fig bar","5504","2022-10-28"
"2707930","survey_fndds_food","Cookie, fortune","5504","2022-10-28"
"2707931","survey_fndds_food","Cookie, cone shell, ice cream type, wafer or cake","5504","2022-10-28"
"2707932","survey_fndds_food","Cookie, gingersnaps","5504","2022-10-28"
"2707933","survey_fndds_food","Cookie, granola","5504","2022-10-28"
"2707934","survey_fndds_food","Cookie, ladyfinger","5504","2022-10-28"
"2707935","survey_fndds_food","Cookie, lemon bar","5504","2022-10-28"
"2707936","survey_fndds_food","Cookie, macaroon","5504","2022-10-28"
"2707937","survey_fndds_food","Cookie, marshmallow, with coconut","5504","2022-10-28"
"2707938","survey_fndds_food","Cookie, marshmallow, with rice cereal, no bake","5504","2022-10-28"
"2707939","survey_fndds_food","Cookie, marshmallow, with rice cereal and chocolate chips","5504","2022-10-28"
"2707940","survey_fndds_food","Cookie, marshmallow and peanut butter, with oat cereal, no bake","5504","2022-10-28"
"2707941","survey_fndds_food","Cookie, meringue","5504","2022-10-28"
"2707942","survey_fndds_food","Cookie, molasses","5504","2022-10-28"
"2707943","survey_fndds_food","Cookie, Lebkuchen","5504","2022-10-28"
"2707944","survey_fndds_food","Cookie, multigrain, high fiber","5504","2022-10-28"
"2707945","survey_fndds_food","Cookie, oatmeal","5504","2022-10-28"
"2707946","survey_fndds_food","Cookie, oatmeal, with raisins","5504","2022-10-28"
"2707947","survey_fndds_food","Cookie, oatmeal, reduced fat, NS as to raisins","5504","2022-10-28"
"2707948","survey_fndds_food","Cookie, oatmeal sandwich, with creme filling","5504","2022-10-28"
"2707949","survey_fndds_food","Cookie, oatmeal, with chocolate chips","5504","2022-10-28"
"2707950","survey_fndds_food","Cookie, oatmeal sandwich, with peanut butter and jelly filling","5504","2022-10-28"
"2707951","survey_fndds_food","Cookie, oatmeal, with chocolate and peanut butter, no bake","5504","2022-10-28"
"2707952","survey_fndds_food","Cookie, peanut butter","5504","2022-10-28"
"2707953","survey_fndds_food","Cookie, peanut butter, with chocolate","5504","2022-10-28"
"2707954","survey_fndds_food","Cookie, peanut butter with rice cereal, no bake","5504","2022-10-28"
"2707955","survey_fndds_food","Cookie, peanut butter sandwich","5504","2022-10-28"
"2707956","survey_fndds_food","Cookie, with peanut butter filling, chocolate-coated","5504","2022-10-28"
"2707957","survey_fndds_food","Cookie, Pfeffernusse","5504","2022-10-28"
"2707958","survey_fndds_food","Cookie, Pizzelle","5504","2022-10-28"
"2707959","survey_fndds_food","Cookie, pumpkin","5504","2022-10-28"
"2707960","survey_fndds_food","Cookie, raisin","5504","2022-10-28"
"2707961","survey_fndds_food","Cookie, raisin sandwich, cream-filled","5504","2022-10-28"
"2707962","survey_fndds_food","Cookie, rum ball, no bake","5504","2022-10-28"
"2707963","survey_fndds_food","Cookie, sandwich-type, not chocolate or vanilla","5504","2022-10-28"
"2707964","survey_fndds_food","Cookie, shortbread","5504","2022-10-28"
"2707965","survey_fndds_food","Cookie, shortbread, reduced fat","5504","2022-10-28"
"2707966","survey_fndds_food","Cookie, shortbread, with icing or filling","5504","2022-10-28"
"2707967","survey_fndds_food","Pocky","5504","2022-10-28"
"2707968","survey_fndds_food","Cookie, animal","5504","2022-10-28"
"2707969","survey_fndds_food","Cookie, animal, with frosting or icing","5504","2022-10-28"
"2707970","survey_fndds_food","Cookie, butter or sugar","5504","2022-10-28"
"2707971","survey_fndds_food","Marie biscuit","5504","2022-10-28"
"2707972","survey_fndds_food","Cookie, butter or sugar, with fruit and/or nuts","5504","2022-10-28"
"2707973","survey_fndds_food","Cookie, sugar wafer","5504","2022-10-28"
"2707974","survey_fndds_food","Cookie, toffee bar","5504","2022-10-28"
"2707975","survey_fndds_food","Cookie, vanilla sandwich","5504","2022-10-28"
"2707976","survey_fndds_food","Cookie, vanilla sandwich, extra filling","5504","2022-10-28"
"2707977","survey_fndds_food","Cookie, vanilla sandwich, reduced fat","5504","2022-10-28"
"2707978","survey_fndds_food","Cookie, butter or sugar, with chocolate icing or filling","5504","2022-10-28"
"2707979","survey_fndds_food","Cookie, butter or sugar, with icing or filling other than chocolate","5504","2022-10-28"
"2707980","survey_fndds_food","Cookie, tea, Japanese","5504","2022-10-28"
"2707981","survey_fndds_food","Cookie, vanilla wafer","5504","2022-10-28"
"2707982","survey_fndds_food","Cookie, vanilla wafer, reduced fat","5504","2022-10-28"
"2707983","survey_fndds_food","Cookie, vanilla with caramel, coconut, and chocolate coating","5504","2022-10-28"
"2707984","survey_fndds_food","Cookie, rugelach","5504","2022-10-28"
"2707985","survey_fndds_food","Cookie, chocolate chip, reduced sugar","5504","2022-10-28"
"2707986","survey_fndds_food","Cookie, oatmeal, reduced sugar","5504","2022-10-28"
"2707987","survey_fndds_food","Cookie, sandwich, reduced sugar","5504","2022-10-28"
"2707988","survey_fndds_food","Cookie, sugar or plain, sugar free","5504","2022-10-28"
"2707989","survey_fndds_food","Cookie, sugar wafer, sugar free","5504","2022-10-28"
"2707990","survey_fndds_food","Cookie, peanut butter, sugar free","5504","2022-10-28"
"2707991","survey_fndds_food","Cookie, gluten free","5504","2022-10-28"
"2707992","survey_fndds_food","Cookies, Puerto Rican style","5504","2022-10-28"
"2707993","survey_fndds_food","Pie, NFS","5502","2022-10-28"
"2707994","survey_fndds_food","Tart, all types","5502","2022-10-28"
"2707995","survey_fndds_food","Pie, apple","5502","2022-10-28"
"2707996","survey_fndds_food","Pie, apple, fast food","5502","2022-10-28"
"2707997","survey_fndds_food","Pie, berry","5502","2022-10-28"
"2707998","survey_fndds_food","Pie, blueberry","5502","2022-10-28"
"2707999","survey_fndds_food","Pie, cherry","5502","2022-10-28"
"2708000","survey_fndds_food","Pie, lemon","5502","2022-10-28"
"2708001","survey_fndds_food","Pie, key lime","5502","2022-10-28"
"2708002","survey_fndds_food","Pie, peach","5502","2022-10-28"
"2708003","survey_fndds_food","Pie, strawberry","5502","2022-10-28"
"2708004","survey_fndds_food","Pie, banana cream","5502","2022-10-28"
"2708005","survey_fndds_food","Pie, chocolate cream","5502","2022-10-28"
"2708006","survey_fndds_food","Pie, coconut cream","5502","2022-10-28"
"2708007","survey_fndds_food","Pie, custard","5502","2022-10-28"
"2708008","survey_fndds_food","Dessert pizza","5502","2022-10-28"
"2708009","survey_fndds_food","Pie, peanut butter cream","5502","2022-10-28"
"2708010","survey_fndds_food","Pie, pineapple cream","5502","2022-10-28"
"2708011","survey_fndds_food","Pie, pumpkin","5502","2022-10-28"
"2708012","survey_fndds_food","Pie, sweet potato","5502","2022-10-28"
"2708013","survey_fndds_food","Pie, vanilla cream","5502","2022-10-28"
"2708014","survey_fndds_food","Pie, lemon meringue","5502","2022-10-28"
"2708015","survey_fndds_food","Pie, pecan","5502","2022-10-28"
"2708016","survey_fndds_food","Pie, oatmeal","5502","2022-10-28"
"2708017","survey_fndds_food","Pie shell","5502","2022-10-28"
"2708018","survey_fndds_food","Pie shell, graham cracker","5502","2022-10-28"
"2708019","survey_fndds_food","Cobbler, apple","5502","2022-10-28"
"2708020","survey_fndds_food","Cobbler, berry","5502","2022-10-28"
"2708021","survey_fndds_food","Cobbler, cherry","5502","2022-10-28"
"2708022","survey_fndds_food","Cobbler, peach","5502","2022-10-28"
"2708023","survey_fndds_food","Crisp, apple","5502","2022-10-28"
"2708024","survey_fndds_food","Fritter, plain","5506","2022-10-28"
"2708025","survey_fndds_food","Fritter, fruit","5506","2022-10-28"
"2708026","survey_fndds_food","Crisp, berry","5502","2022-10-28"
"2708027","survey_fndds_food","Crisp, cherry","5502","2022-10-28"
"2708028","survey_fndds_food","Crisp, peach","5502","2022-10-28"
"2708029","survey_fndds_food","Cream puff, eclair, custard or cream filled, NS as to icing","5506","2022-10-28"
"2708030","survey_fndds_food","Cream puff, eclair, custard or cream filled, not iced","5506","2022-10-28"
"2708031","survey_fndds_food","Cream puff, eclair, custard or cream filled, iced","5506","2022-10-28"
"2708032","survey_fndds_food","Cream puff, eclair, custard or cream filled, iced, reduced fat","5506","2022-10-28"
"2708033","survey_fndds_food","Cream puff, no filling or icing","5506","2022-10-28"
"2708034","survey_fndds_food","Sopaipilla, without syrup or honey","5506","2022-10-28"
"2708035","survey_fndds_food","Sopaipilla with syrup or honey","5506","2022-10-28"
"2708036","survey_fndds_food","Crepe, chocolate filled","4404","2022-10-28"
"2708037","survey_fndds_food","Crepe, fruit filled","4404","2022-10-28"
"2708038","survey_fndds_food","Tamale, sweet","5506","2022-10-28"
"2708039","survey_fndds_food","Strudel, apple","5502","2022-10-28"
"2708040","survey_fndds_food","Strudel, berry","5502","2022-10-28"
"2708041","survey_fndds_food","Strudel, cherry","5502","2022-10-28"
"2708042","survey_fndds_food","Strudel, cheese","5502","2022-10-28"
"2708043","survey_fndds_food","Strudel, peach","5502","2022-10-28"
"2708044","survey_fndds_food","Baklava","5502","2022-10-28"
"2708045","survey_fndds_food","Basbousa","5502","2022-10-28"
"2708046","survey_fndds_food","Turnover, fruit","5502","2022-10-28"
"2708047","survey_fndds_food","Pastry, fruit-filled","5506","2022-10-28"
"2708048","survey_fndds_food","Pastry, made with bean or lotus seed paste filling, baked","5506","2022-10-28"
"2708049","survey_fndds_food","Pastry, made with bean paste and salted egg yolk filling, baked","5506","2022-10-28"
"2708050","survey_fndds_food","Pastry, Chinese, made with rice flour","5506","2022-10-28"
"2708051","survey_fndds_food","Pastry, cookie type, fried","5506","2022-10-28"
"2708052","survey_fndds_food","Pastry, Italian, with cheese","5506","2022-10-28"
"2708053","survey_fndds_food","Pastry, puff","5506","2022-10-28"
"2708054","survey_fndds_food","Pastry, puff, custard or cream filled, iced or not iced","5506","2022-10-28"
"2708055","survey_fndds_food","Cheese pastry puffs","5506","2022-10-28"
"2708056","survey_fndds_food","Pastry, mainly flour and water, fried","5506","2022-10-28"
"2708057","survey_fndds_food","Empanada, fruit","5502","2022-10-28"
"2708058","survey_fndds_food","Breakfast pastry, NFS","5506","2022-10-28"
"2708059","survey_fndds_food","Danish pastry, plain or spice","5506","2022-10-28"
"2708060","survey_fndds_food","Danish pastry, with fruit","5506","2022-10-28"
"2708061","survey_fndds_food","Danish pastry, with cheese","5506","2022-10-28"
"2708062","survey_fndds_food","Doughnut, NFS","5506","2022-10-28"
"2708063","survey_fndds_food","Doughnut, cake type, plain","5506","2022-10-28"
"2708064","survey_fndds_food","Doughnut, chocolate","5506","2022-10-28"
"2708065","survey_fndds_food","Doughnut, cake type, powdered sugar","5506","2022-10-28"
"2708066","survey_fndds_food","Doughnut, cake type, with icing","5506","2022-10-28"
"2708067","survey_fndds_food","Doughnut, cake type, chocolate icing","5506","2022-10-28"
"2708068","survey_fndds_food","Doughnut, chocolate, with chocolate icing","5506","2022-10-28"
"2708069","survey_fndds_food","Doughnut holes","5506","2022-10-28"
"2708070","survey_fndds_food","Churros","5506","2022-10-28"
"2708071","survey_fndds_food","Beignet","5506","2022-10-28"
"2708072","survey_fndds_food","Doughnut, yeast type","5506","2022-10-28"
"2708073","survey_fndds_food","Doughnut, yeast type, with chocolate icing","5506","2022-10-28"
"2708074","survey_fndds_food","Doughnut, jelly","5506","2022-10-28"
"2708075","survey_fndds_food","Doughnut, custard-filled","5506","2022-10-28"
"2708076","survey_fndds_food","Doughnut, custard-filled, with icing","5506","2022-10-28"
"2708077","survey_fndds_food","Breakfast tart","5506","2022-10-28"
"2708078","survey_fndds_food","Breakfast tart, lowfat","5506","2022-10-28"
"2708079","survey_fndds_food","Coffee cake, crumb or quick-bread type","5506","2022-10-28"
"2708080","survey_fndds_food","Coffee cake, crumb or quick-bread type, with fruit","5506","2022-10-28"
"2708081","survey_fndds_food","Coffee cake, crumb or quick-bread type, cheese-filled","5506","2022-10-28"
"2708082","survey_fndds_food","Cereal or granola bar (General Mills Fiber One Chewy Bar)","5402","2022-10-28"
"2708083","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)","5402","2022-10-28"
"2708084","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)","5402","2022-10-28"
"2708085","survey_fndds_food","Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)","5402","2022-10-28"
"2708086","survey_fndds_food","Milk 'n Cereal bar","5402","2022-10-28"
"2708087","survey_fndds_food","Cereal or granola bar (Kellogg's Special K bar)","5402","2022-10-28"
"2708088","survey_fndds_food","Cereal or granola bar (Kashi Chewy)","5404","2022-10-28"
"2708089","survey_fndds_food","Cereal or granola bar (Kashi Crunchy)","5404","2022-10-28"
"2708090","survey_fndds_food","Cereal or granola bar (KIND Fruit and Nut Bar)","5402","2022-10-28"
"2708091","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)","5402","2022-10-28"
"2708092","survey_fndds_food","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)","5402","2022-10-28"
"2708093","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)","5402","2022-10-28"
"2708094","survey_fndds_food","Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)","5402","2022-10-28"
"2708095","survey_fndds_food","Cereal or granola bar (Quaker Chewy Granola Bar)","5402","2022-10-28"
"2708096","survey_fndds_food","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)","5402","2022-10-28"
"2708097","survey_fndds_food","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)","5402","2022-10-28"
"2708098","survey_fndds_food","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)","5402","2022-10-28"
"2708099","survey_fndds_food","Cereal or granola bar (Quaker Granola Bites)","5402","2022-10-28"
"2708100","survey_fndds_food","Snack bar, oatmeal","5402","2022-10-28"
"2708101","survey_fndds_food","Cereal or Granola bar, NFS","5402","2022-10-28"
"2708102","survey_fndds_food","Cereal or granola bar, lowfat, NFS","5402","2022-10-28"
"2708103","survey_fndds_food","Cereal or granola bar, nonfat","5402","2022-10-28"
"2708104","survey_fndds_food","Cereal or granola bar, reduced sugar, NFS","5402","2022-10-28"
"2708105","survey_fndds_food","Cereal or granola bar, fruit and nut","5402","2022-10-28"
"2708106","survey_fndds_food","Cereal or granola bar, peanuts , oats, sugar, wheat germ","5402","2022-10-28"
"2708107","survey_fndds_food","Cereal or granola bar, chocolate coated, NFS","5402","2022-10-28"
"2708108","survey_fndds_food","Cereal or granola bar, with coconut, chocolate coated","5402","2022-10-28"
"2708109","survey_fndds_food","Cereal or granola bar with nuts, chocolate coated","5402","2022-10-28"
"2708110","survey_fndds_food","Cereal or granola bar, oats, nuts, coated with non-chocolate coating","5402","2022-10-28"
"2708111","survey_fndds_food","Cereal or granola bar, coated with non-chocolate coating","5402","2022-10-28"
"2708112","survey_fndds_food","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating","5402","2022-10-28"
"2708113","survey_fndds_food","Cereal or granola bar, with rice cereal","5402","2022-10-28"
"2708114","survey_fndds_food","Breakfast bar, NFS","5402","2022-10-28"
"2708115","survey_fndds_food","Breakfast bar, date, with yogurt coating","5402","2022-10-28"
"2708116","survey_fndds_food","Breakfast bar, cereal crust with fruit filling, lowfat","5402","2022-10-28"
"2708117","survey_fndds_food","Nutrition bar (Balance Original Bar)","5404","2022-10-28"
"2708118","survey_fndds_food","Nutrition bar (Clif Bar)","5404","2022-10-28"
"2708119","survey_fndds_food","Nutrition bar (Clif Kids Organic Zbar)","5404","2022-10-28"
"2708120","survey_fndds_food","Nutrition bar (PowerBar)","5404","2022-10-28"
"2708121","survey_fndds_food","Nutrition bar (Slim Fast Original Meal Bar)","5404","2022-10-28"
"2708122","survey_fndds_food","Nutrition bar (Snickers Marathon Protein Bar)","5404","2022-10-28"
"2708123","survey_fndds_food","Nutrition bar (South Beach Living Meal Bar)","5404","2022-10-28"
"2708124","survey_fndds_food","Nutrition bar (South Beach Living High Protein Bar)","5404","2022-10-28"
"2708125","survey_fndds_food","Nutrition bar (Tiger's Milk)","5404","2022-10-28"
"2708126","survey_fndds_food","Nutrition bar (Zone Perfect Classic Crunch)","5404","2022-10-28"
"2708127","survey_fndds_food","Nutrition bar or meal replacement bar, NFS","5404","2022-10-28"
"2708128","survey_fndds_food","Baby Toddler snack, NFS","9012","2022-10-28"
"2708129","survey_fndds_food","Baby Toddler bar","9012","2022-10-28"
"2708130","survey_fndds_food","Baby Toddler cookie","9012","2022-10-28"
"2708131","survey_fndds_food","Baby Toddler biscuit","9012","2022-10-28"
"2708132","survey_fndds_food","Crackers, NFS","5202","2022-10-28"
"2708133","survey_fndds_food","Graham crackers","5504","2022-10-28"
"2708134","survey_fndds_food","Graham crackers (Teddy Grahams)","5504","2022-10-28"
"2708135","survey_fndds_food","Graham crackers, chocolate covered","5504","2022-10-28"
"2708136","survey_fndds_food","Crackers, oatmeal","5202","2022-10-28"
"2708137","survey_fndds_food","Crackers, Cuban","5504","2022-10-28"
"2708138","survey_fndds_food","Graham crackers, reduced fat","5504","2022-10-28"
"2708139","survey_fndds_food","Graham crackers, sandwich, with filling","5504","2022-10-28"
"2708140","survey_fndds_food","Crackers, breakfast biscuit","5202","2022-10-28"
"2708141","survey_fndds_food","Crackers, butter, reduced sodium","5202","2022-10-28"
"2708142","survey_fndds_food","Crackers, matzo, reduced sodium","5202","2022-10-28"
"2708143","survey_fndds_food","Crackers, saltine, reduced sodium","5204","2022-10-28"
"2708144","survey_fndds_food","Crackers, wheat, reduced sodium","5202","2022-10-28"
"2708145","survey_fndds_food","Crackers, woven wheat, reduced sodium","5202","2022-10-28"
"2708146","survey_fndds_food","Crackers, butter, plain","5202","2022-10-28"
"2708147","survey_fndds_food","Crackers, butter, flavored","5202","2022-10-28"
"2708148","survey_fndds_food","Crackers, butter (Ritz)","5202","2022-10-28"
"2708149","survey_fndds_food","Crackers, butter, reduced fat","5202","2022-10-28"
"2708150","survey_fndds_food","Crackers, cheese","5202","2022-10-28"
"2708151","survey_fndds_food","Crackers, cheese (Cheez-It)","5202","2022-10-28"
"2708152","survey_fndds_food","Crackers, cheese (Goldfish)","5202","2022-10-28"
"2708153","survey_fndds_food","Crackers, cheese, reduced fat","5202","2022-10-28"
"2708154","survey_fndds_food","Crackers, cheese, reduced sodium","5202","2022-10-28"
"2708155","survey_fndds_food","Crackers, cheese, whole grain","5202","2022-10-28"
"2708156","survey_fndds_food","Crackers, crispbread","5202","2022-10-28"
"2708157","survey_fndds_food","Crackers, flatbread","5202","2022-10-28"
"2708158","survey_fndds_food","Crackers, matzo","5202","2022-10-28"
"2708159","survey_fndds_food","Crackers, milk","5202","2022-10-28"
"2708160","survey_fndds_food","Crackers, oyster","5204","2022-10-28"
"2708161","survey_fndds_food","Chips, rice","5004","2022-10-28"
"2708162","survey_fndds_food","Rice cake","5202","2022-10-28"
"2708163","survey_fndds_food","Crackers, rice","5202","2022-10-28"
"2708164","survey_fndds_food","Crackers, rice and nuts","5202","2022-10-28"
"2708165","survey_fndds_food","Popcorn cake","5202","2022-10-28"
"2708166","survey_fndds_food","Rice paper","5202","2022-10-28"
"2708167","survey_fndds_food","Crackers, saltine","5204","2022-10-28"
"2708168","survey_fndds_food","Crackers, saltine, reduced fat","5204","2022-10-28"
"2708169","survey_fndds_food","Crackers, saltine, multigrain","5204","2022-10-28"
"2708170","survey_fndds_food","Crackers, multigrain","5202","2022-10-28"
"2708171","survey_fndds_food","Crackers, sandwich","5202","2022-10-28"
"2708172","survey_fndds_food","Crackers, sandwich, peanut butter filled","5202","2022-10-28"
"2708173","survey_fndds_food","Crackers, sandwich, peanut butter filled (Ritz)","5202","2022-10-28"
"2708174","survey_fndds_food","Crackers, sandwich, reduced fat, peanut butter filled","5202","2022-10-28"
"2708175","survey_fndds_food","Crackers, whole grain, sandwich, peanut butter filled","5202","2022-10-28"
"2708176","survey_fndds_food","Crackers, sandwich, cheese filled","5202","2022-10-28"
"2708177","survey_fndds_food","Crackers, sandwich, cheese filled (Ritz)","5202","2022-10-28"
"2708178","survey_fndds_food","Crackers, water","5202","2022-10-28"
"2708179","survey_fndds_food","Crackers, wonton","5202","2022-10-28"
"2708180","survey_fndds_food","Crackers, woven wheat","5202","2022-10-28"
"2708181","survey_fndds_food","Crackers, woven wheat, plain (Triscuit)","5202","2022-10-28"
"2708182","survey_fndds_food","Crackers, woven wheat, flavored (Triscuit)","5202","2022-10-28"
"2708183","survey_fndds_food","Crackers, woven wheat, reduced fat","5202","2022-10-28"
"2708184","survey_fndds_food","Crackers, wheat","5202","2022-10-28"
"2708185","survey_fndds_food","Crackers, wheat, plain (Wheat Thins)","5202","2022-10-28"
"2708186","survey_fndds_food","Crackers, wheat, flavored (Wheat Thins)","5202","2022-10-28"
"2708187","survey_fndds_food","Crackers, wheat, reduced fat","5202","2022-10-28"
"2708188","survey_fndds_food","Crackers, gluten free, plain","5202","2022-10-28"
"2708189","survey_fndds_food","Crackers, gluten free, flavored","5202","2022-10-28"
"2708190","survey_fndds_food","Baby Toddler crackers","9012","2022-10-28"
"2708191","survey_fndds_food","Baby Toddler puffs, fruit","9012","2022-10-28"
"2708192","survey_fndds_food","Baby Toddler puffs, vegetable","9012","2022-10-28"
"2708193","survey_fndds_food","Baby Toddler crunchies","9012","2022-10-28"
"2708194","survey_fndds_food","Baby Toddler wheels","9012","2022-10-28"
"2708195","survey_fndds_food","Corn nuts","5004","2022-10-28"
"2708196","survey_fndds_food","Corn chips, plain","5004","2022-10-28"
"2708197","survey_fndds_food","Corn chips, flavored","5004","2022-10-28"
"2708198","survey_fndds_food","Corn chips, plain (Fritos)","5004","2022-10-28"
"2708199","survey_fndds_food","Corn chips, flavored (Fritos)","5004","2022-10-28"
"2708200","survey_fndds_food","Cheese flavored corn snacks","5004","2022-10-28"
"2708201","survey_fndds_food","Cheese flavored corn snacks, reduced fat","5004","2022-10-28"
"2708202","survey_fndds_food","Tortilla chips, plain","5004","2022-10-28"
"2708203","survey_fndds_food","Cheese flavored corn snacks (Cheetos)","5004","2022-10-28"
"2708204","survey_fndds_food","Tortilla chips, flavored","5004","2022-10-28"
"2708205","survey_fndds_food","Corn chips, reduced sodium","5004","2022-10-28"
"2708206","survey_fndds_food","Tortilla chips, nacho cheese flavor (Doritos)","5004","2022-10-28"
"2708207","survey_fndds_food","Tortilla chips, cool ranch flavor (Doritos)","5004","2022-10-28"
"2708208","survey_fndds_food","Tortilla chips, other flavors (Doritos)","5004","2022-10-28"
"2708209","survey_fndds_food","Tortilla chips, reduced fat, plain","5004","2022-10-28"
"2708210","survey_fndds_food","Tortilla chips, reduced fat, flavored","5004","2022-10-28"
"2708211","survey_fndds_food","Tortilla chips, low fat, unsalted","5004","2022-10-28"
"2708212","survey_fndds_food","Tortilla chips, reduced sodium","5004","2022-10-28"
"2708213","survey_fndds_food","Snack mix","5008","2022-10-28"
"2708214","survey_fndds_food","Potato chips, restructured, multigrain","5002","2022-10-28"
"2708215","survey_fndds_food","Pita chips","5202","2022-10-28"
"2708216","survey_fndds_food","Popcorn, NFS","5006","2022-10-28"
"2708217","survey_fndds_food","Popcorn, movie theater, with added butter","5006","2022-10-28"
"2708218","survey_fndds_food","Popcorn, movie theater, no butter added","5006","2022-10-28"
"2708219","survey_fndds_food","Popcorn, air-popped, no butter added","5006","2022-10-28"
"2708220","survey_fndds_food","Popcorn, air-popped, with added butter","5006","2022-10-28"
"2708221","survey_fndds_food","Popcorn, popped in oil, no butter added","5006","2022-10-28"
"2708222","survey_fndds_food","Popcorn, popped in oil, with added butter","5006","2022-10-28"
"2708223","survey_fndds_food","Popcorn, microwave, NFS","5006","2022-10-28"
"2708224","survey_fndds_food","Popcorn, microwave, plain","5006","2022-10-28"
"2708225","survey_fndds_food","Popcorn, microwave, plain, light","5006","2022-10-28"
"2708226","survey_fndds_food","Popcorn, microwave, low sodium","5006","2022-10-28"
"2708227","survey_fndds_food","Popcorn, microwave, butter flavored","5006","2022-10-28"
"2708228","survey_fndds_food","Popcorn, microwave, flavored, light","5006","2022-10-28"
"2708229","survey_fndds_food","Popcorn, microwave, cheese flavored","5006","2022-10-28"
"2708230","survey_fndds_food","Popcorn, microwave, kettle","5006","2022-10-28"
"2708231","survey_fndds_food","Popcorn, ready-to-eat, NFS","5006","2022-10-28"
"2708232","survey_fndds_food","Popcorn, ready-to-eat, plain","5006","2022-10-28"
"2708233","survey_fndds_food","Popcorn, ready-to-eat, plain, light","5006","2022-10-28"
"2708234","survey_fndds_food","Popcorn, ready-to-eat, low sodium","5006","2022-10-28"
"2708235","survey_fndds_food","Popcorn, ready-to-eat, butter flavored","5006","2022-10-28"
"2708236","survey_fndds_food","Popcorn, ready-to-eat, cheese flavored","5006","2022-10-28"
"2708237","survey_fndds_food","Popcorn, ready-to-eat, flavored, light","5006","2022-10-28"
"2708238","survey_fndds_food","Popcorn, ready-to-eat, kettle","5006","2022-10-28"
"2708239","survey_fndds_food","Popcorn, caramel coated","5006","2022-10-28"
"2708240","survey_fndds_food","Popcorn, caramel coated, with nuts","5006","2022-10-28"
"2708241","survey_fndds_food","Popcorn, chocolate coated","5006","2022-10-28"
"2708242","survey_fndds_food","Popcorn chips, plain","5004","2022-10-28"
"2708243","survey_fndds_food","Popcorn chips, other flavors","5004","2022-10-28"
"2708244","survey_fndds_food","Popcorn chips, sweet flavors","5004","2022-10-28"
"2708245","survey_fndds_food","Onion flavored rings","5004","2022-10-28"
"2708246","survey_fndds_food","Shrimp chips","5004","2022-10-28"
"2708247","survey_fndds_food","Pretzels, NFS","5008","2022-10-28"
"2708248","survey_fndds_food","Pretzels, hard, NFS","5008","2022-10-28"
"2708249","survey_fndds_food","Pretzels, hard, plain, salted","5008","2022-10-28"
