"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"3305032","2708742","","999","WWEIA Category description","Turnovers and other grain-based items"
"3305034","2708743","","999","WWEIA Category description","Turnovers and other grain-based items"
"3305033","2708743","","999","WWEIA Category number","3208"
"3314790","2708743","4","1001","","hot or lean pocket"
"3314791","2708743","5","1001","","meat"
"3322183","2708743","","1002","","Moisture change: 0%"
"3305036","2708744","","999","WWEIA Category description","Egg/breakfast sandwiches"
"3305035","2708744","","999","WWEIA Category number","3706"
"3322184","2708744","","1002","","Moisture change: 0%"
"3314792","2708744","1","1001","","with sausage gravy"
"3305037","2708745","","999","WWEIA Category number","3004"
"3322185","2708745","","1002","","Moisture change: -25%"
"3305038","2708745","","999","WWEIA Category description","Poultry mixed dishes"
"3305040","2708746","","999","WWEIA Category description","Turnovers and other grain-based items"
"3314793","2708746","1","1001","","cornbread stuffing with poultry and vegetables"
"3305039","2708746","","999","WWEIA Category number","3208"
"3322186","2708746","","1002","","Moisture change: 0%"
"3322187","2708747","","1002","","Moisture change: 0%"
"3314794","2708747","1","1001","","oyster stuffing"
"3305042","2708747","","999","WWEIA Category description","Turnovers and other grain-based items"
"3305041","2708747","","999","WWEIA Category number","3208"
"3314796","2708748","2","1001","","stuffing with giblets"
"3305044","2708748","","999","WWEIA Category description","Turnovers and other grain-based items"
"3314795","2708748","1","1001","","poultry stuffing with vegetables"
"3322188","2708748","","1002","","Moisture change: 0%"
"3305043","2708748","","999","WWEIA Category number","3208"
"3322189","2708749","","1002","","Moisture change: 0%"
"3314798","2708749","2","1001","","with ground beef"
"3314801","2708749","5","1001","","with bacon"
"3305045","2708749","","999","WWEIA Category number","3208"
"3314797","2708749","1","1001","","stuffing with sausage"
"3314800","2708749","4","1001","","with ham"
"3314799","2708749","3","1001","","with pepperoni"
"3305046","2708749","","999","WWEIA Category description","Turnovers and other grain-based items"
"3314802","2708749","6","1001","","with salami"
"3305048","2708750","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322190","2708750","","1002","","Moisture change: -11%"
"3314803","2708750","1","1001","","lasagna NFS"
"3305047","2708750","","999","WWEIA Category number","3204"
"3322191","2708751","","1002","","Moisture change: 0%"
"3305050","2708751","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314805","2708751","2","1001","","Sir Chomps-a-Lot Bite Size Lasagna"
"3305049","2708751","","999","WWEIA Category number","3204"
"3314806","2708751","3","1001","","microwavable tub"
"3314804","2708751","1","1001","","Chef Boyardee Lasagna"
"3305052","2708752","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314807","2708752","1","1001","","fast food"
"3322192","2708752","","1002","","Moisture change: 0%"
"3305051","2708752","","999","WWEIA Category number","3204"
"3314808","2708752","2","1001","","other place"
"3305054","2708753","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322193","2708753","","1002","","Moisture change: -12%"
"3305053","2708753","","999","WWEIA Category number","3204"
"3322194","2708754","","1002","","Moisture change: 0%"
"3305055","2708754","","999","WWEIA Category number","3204"
"3305056","2708754","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305057","2708755","","999","WWEIA Category number","3204"
"3322195","2708755","","1002","","Moisture change: -12%"
"3305058","2708755","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322196","2708756","","1002","","Moisture change: -12%"
"3305060","2708756","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305059","2708756","","999","WWEIA Category number","3204"
"3305061","2708757","","999","WWEIA Category number","3204"
"3305062","2708757","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322197","2708757","","1002","","Moisture change: -12%"
"3305064","2708758","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322198","2708758","","1002","","Moisture change: 0%"
"3305063","2708758","","999","WWEIA Category number","3204"
"3322199","2708759","","1002","","Moisture change: -12%"
"3305065","2708759","","999","WWEIA Category number","3204"
"3305066","2708759","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305067","2708760","","999","WWEIA Category number","3204"
"3322200","2708760","","1002","","Moisture change: 30%"
"3305068","2708760","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314809","2708761","1","1001","","Ravioli, NFS"
"3305069","2708761","","999","WWEIA Category number","3204"
"3305070","2708761","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322201","2708761","","1002","","Moisture change: 13.7%"
"3322202","2708762","","1002","","Moisture change: 13.7%"
"3305071","2708762","","999","WWEIA Category number","3204"
"3305072","2708762","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305074","2708763","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305073","2708763","","999","WWEIA Category number","3204"
"3322203","2708763","","1002","","Moisture change: 30%"
"3305075","2708764","","999","WWEIA Category number","3204"
"3322204","2708764","","1002","","Moisture change: 13.7%"
"3305076","2708764","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305078","2708765","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322205","2708765","","1002","","Moisture change: 0%"
"3314813","2708765","4","1001","","Sir Chomps-a-Lot Bite Size Beef Ravioli"
"3314810","2708765","1","1001","","canned ravioli, NS as to filling"
"3314812","2708765","3","1001","","Chef Boyardee Beef Ravioli or Mini Ravioli"
"3305077","2708765","","999","WWEIA Category number","3204"
"3314811","2708765","2","1001","","Franco-American Beef RavioliO's"
"3305079","2708766","","999","WWEIA Category number","3204"
"3322206","2708766","","1002","","Moisture change: 13.7%"
"3305080","2708766","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305082","2708767","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322207","2708767","","1002","","Moisture change: 30%"
"3305081","2708767","","999","WWEIA Category number","3204"
"3322208","2708768","","1002","","Moisture change: 13.7%"
"3305083","2708768","","999","WWEIA Category number","3204"
"3305084","2708768","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305086","2708769","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322209","2708769","","1002","","Moisture change: 0%"
"3305085","2708769","","999","WWEIA Category number","3204"
"3314814","2708769","1","1001","","Chef Boyardee Cheese Ravioli"
"3305088","2708770","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322210","2708770","","1002","","Moisture change: 13.7%"
"3305087","2708770","","999","WWEIA Category number","3204"
"3305089","2708771","","999","WWEIA Category number","3204"
"3322211","2708771","","1002","","Moisture change: 13.7%"
"3305090","2708771","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322212","2708772","","1002","","Moisture change: 30%"
"3305091","2708772","","999","WWEIA Category number","3204"
"3305092","2708772","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305094","2708773","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305093","2708773","","999","WWEIA Category number","3204"
"3322213","2708773","","1002","","Moisture change: 13.7%"
"3305095","2708774","","999","WWEIA Category number","3204"
"3322214","2708774","","1002","","Moisture change: 13.7%"
"3305096","2708774","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305097","2708775","","999","WWEIA Category number","3204"
"3305098","2708775","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322215","2708775","","1002","","Moisture change: 9.3%"
"3322216","2708776","","1002","","Moisture change: 0%"
"3305099","2708776","","999","WWEIA Category number","3204"
"3305100","2708776","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305102","2708777","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322217","2708777","","1002","","Moisture change: 0%"
"3314815","2708777","1","1001","","manicotti, NFS"
"3305101","2708777","","999","WWEIA Category number","3204"
"3322218","2708778","","1002","","Moisture change: 0%"
"3305103","2708778","","999","WWEIA Category number","3204"
"3305104","2708778","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305106","2708779","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322219","2708779","","1002","","Moisture change: 9.3%"
"3305105","2708779","","999","WWEIA Category number","3204"
"3322220","2708780","","1002","","Moisture change: 0%"
"3305107","2708780","","999","WWEIA Category number","3204"
"3305108","2708780","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314816","2708781","1","1001","","stuffed shells, NFS"
"3305110","2708781","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322221","2708781","","1002","","Moisture change: 0%"
"3305109","2708781","","999","WWEIA Category number","3204"
"3305111","2708782","","999","WWEIA Category number","3204"
"3322222","2708782","","1002","","Moisture change: 9%"
"3305112","2708782","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322223","2708783","","1002","","Moisture change: 0%"
"3305113","2708783","","999","WWEIA Category number","3204"
"3305114","2708783","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305116","2708784","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305115","2708784","","999","WWEIA Category number","3204"
"3322224","2708784","","1002","","Moisture change: 0%"
"3322225","2708785","","1002","","Moisture change: 0%"
"3305117","2708785","","999","WWEIA Category number","3204"
"3305118","2708785","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314817","2708786","1","1001","","canned tortellini, NS as to filling"
"3322226","2708786","","1002","","Moisture change: 0%"
"3305120","2708786","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305119","2708786","","999","WWEIA Category number","3204"
"3314818","2708786","2","1001","","Chef Boyardee Meat Tortellini"
"3305121","2708787","","999","WWEIA Category number","3204"
"3305122","2708787","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322227","2708787","","1002","","Moisture change: 0%"
"3305123","2708788","","999","WWEIA Category number","3204"
"3322228","2708788","","1002","","Moisture change: 0%"
"3305124","2708788","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314819","2708788","1","1001","","Chef Boyardee Cheese Tortellini"
"3305125","2708789","","999","WWEIA Category number","3204"
"3305126","2708789","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322229","2708789","","1002","","Moisture change: 13.7%"
"3305127","2708790","","999","WWEIA Category number","3204"
"3322230","2708790","","1002","","Moisture change: 30%"
"3305128","2708790","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322231","2708791","","1002","","Moisture change: 13.7%"
"3305129","2708791","","999","WWEIA Category number","3204"
"3305130","2708791","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322232","2708792","","1002","","Moisture change: 30%"
"3305131","2708792","","999","WWEIA Category number","3204"
"3305132","2708792","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322233","2708793","","1002","","Moisture change: 0%"
"3305134","2708793","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305133","2708793","","999","WWEIA Category number","3204"
"3305136","2708794","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322234","2708794","","1002","","Moisture change: 30%"
"3305135","2708794","","999","WWEIA Category number","3204"
"3305137","2708795","","999","WWEIA Category number","3204"
"3305138","2708795","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322235","2708795","","1002","","Moisture change: 0%"
"3322236","2708796","","1002","","Moisture change: 0%"
"3305139","2708796","","999","WWEIA Category number","3402"
"3305140","2708796","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3322237","2708797","","1002","","Moisture change: 0%"
"3305142","2708797","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305141","2708797","","999","WWEIA Category number","3402"
"3305144","2708798","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3322238","2708798","","1002","","Moisture change: 0%"
"3305143","2708798","","999","WWEIA Category number","3402"
"3322239","2708799","","1002","","Moisture change: 0%"
"3314820","2708799","1","1001","","vegetable or vegetarian lo mein"
"3305145","2708799","","999","WWEIA Category number","3402"
"3305146","2708799","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305148","2708800","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305147","2708800","","999","WWEIA Category number","3402"
"3314821","2708800","1","1001","","Lo mein with seafood"
"3322240","2708800","","1002","","Moisture change: 0%"
"3322241","2708801","","1002","","Moisture change: 0%"
"3305150","2708801","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305149","2708801","","999","WWEIA Category number","3402"
"3322242","2708802","","1002","","Moisture change: 0%"
"3305151","2708802","","999","WWEIA Category number","3402"
"3305152","2708802","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305153","2708803","","999","WWEIA Category number","3402"
"3322243","2708803","","1002","","Moisture change: 0%"
"3305154","2708803","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3314822","2708803","1","1001","","turkey"
"3305156","2708804","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305155","2708804","","999","WWEIA Category number","3402"
"3322244","2708804","","1002","","Moisture change: 0%"
"3305157","2708805","","999","WWEIA Category number","3402"
"3305158","2708805","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3322245","2708805","","1002","","Moisture change: -10%"
"3314823","2708806","1","1001","","turkey and other poultry"
"3305160","2708806","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3322246","2708806","","1002","","Moisture change: -10%"
"3305159","2708806","","999","WWEIA Category number","3402"
"3322247","2708807","","1002","","Moisture change: -10%"
"3314824","2708807","1","1001","","shrimp"
"3305161","2708807","","999","WWEIA Category number","3402"
"3314825","2708807","2","1001","","fish"
"3305162","2708807","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3305164","2708808","","999","WWEIA Category description","Fried rice and lo/chow mein"
"3322248","2708808","","1002","","Moisture change: -10%"
"3305163","2708808","","999","WWEIA Category number","3402"
"3305165","2708809","","999","WWEIA Category number","3004"
"3322249","2708809","","1002","","Moisture change: 0%"
"3305166","2708809","","999","WWEIA Category description","Poultry mixed dishes"
"3314826","2708809","1","1001","","any combination of meat, poultry, seafood, and vegetables"
"3314827","2708809","2","1001","","Filipino dish"
"3305168","2708810","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314828","2708810","1","1001","","Macarrones con atun"
"3322250","2708810","","1002","","Moisture change: -8.6%"
"3305167","2708810","","999","WWEIA Category number","3204"
"3305170","2708811","","999","WWEIA Category description","Macaroni and cheese"
"3322251","2708811","","1002","","Moisture change: -10%"
"3314830","2708811","2","1001","","macaroni and cheese, NFS"
"3305169","2708811","","999","WWEIA Category number","3206"
"3314831","2708811","3","1001","","from home recipe, ready-to-eat, or frozen"
"3314829","2708811","1","1001","","macaroni casserole, NFS"
"3314833","2708812","2","1001","","other place"
"3314832","2708812","1","1001","","fast food"
"3305172","2708812","","999","WWEIA Category description","Macaroni and cheese"
"3322252","2708812","","1002","","Moisture change: 0%"
"3305171","2708812","","999","WWEIA Category number","3206"
"3305173","2708813","","999","WWEIA Category number","3206"
"3305174","2708813","","999","WWEIA Category description","Macaroni and cheese"
"3322253","2708813","","1002","","Moisture change: -2%"
"3322254","2708814","","1002","","Moisture change: 0%"
"3314834","2708814","1","1001","","Franco-American"
"3305176","2708814","","999","WWEIA Category description","Macaroni and cheese"
"3305175","2708814","","999","WWEIA Category number","3206"
"3305178","2708815","","999","WWEIA Category description","Macaroni and cheese"
"3305177","2708815","","999","WWEIA Category number","3206"
"3322255","2708815","","1002","","Moisture change: -2%"
"3314835","2708816","1","1001","","Kraft Macaroni and Cheese Deluxe 1/2 the fat dinner"
"3322256","2708816","","1002","","Moisture change: -2%"
"3314836","2708816","2","1001","","made with 2% milk cheese"
"3305179","2708816","","999","WWEIA Category number","3206"
"3305180","2708816","","999","WWEIA Category description","Macaroni and cheese"
"3322257","2708817","","1002","","Moisture change: -2%"
"3305182","2708817","","999","WWEIA Category description","Macaroni and cheese"
"3305181","2708817","","999","WWEIA Category number","3206"
"3314837","2708817","1","1001","","Tuna Helper Cheesy Noodles 'n' Tuna"
"3314838","2708817","2","1001","","Tuna Helper Tuna Au gratin"
"3322258","2708818","","1002","","Moisture change: -2%"
"3314840","2708818","2","1001","","pork or ham"
"3305183","2708818","","999","WWEIA Category number","3206"
"3305184","2708818","","999","WWEIA Category description","Macaroni and cheese"
"3314839","2708818","1","1001","","beef"
"3314844","2708819","4","1001","","Cheesy Italian"
"3322259","2708819","","1002","","Moisture change: -2%"
"3314842","2708819","2","1001","","pork or ham"
"3314841","2708819","1","1001","","beef"
"3305185","2708819","","999","WWEIA Category number","3206"
"3305186","2708819","","999","WWEIA Category description","Macaroni and cheese"
"3314843","2708819","3","1001","","Cheeseburger Macaroni"
"3322260","2708820","","1002","","Moisture change: -2%"
"3305187","2708820","","999","WWEIA Category number","3206"
"3305188","2708820","","999","WWEIA Category description","Macaroni and cheese"
"3322261","2708821","","1002","","Moisture change: -2%"
"3305190","2708821","","999","WWEIA Category description","Macaroni and cheese"
"3305189","2708821","","999","WWEIA Category number","3206"
"3305192","2708822","","999","WWEIA Category description","Macaroni and cheese"
"3322262","2708822","","1002","","Moisture change: -2%"
"3305191","2708822","","999","WWEIA Category number","3206"
"3305193","2708823","","999","WWEIA Category number","3206"
"3305194","2708823","","999","WWEIA Category description","Macaroni and cheese"
"3322263","2708823","","1002","","Moisture change: -2%"
"3322264","2708824","","1002","","Moisture change: -10%"
"3305195","2708824","","999","WWEIA Category number","3206"
"3305196","2708824","","999","WWEIA Category description","Macaroni and cheese"
"3322265","2708825","","1002","","Moisture change: 13.7%"
"3314849","2708825","5","1001","","NS sauce kind"
"3314848","2708825","4","1001","","marinara, red sauce"
"3314846","2708825","2","1001","","Baked Ziti with meat"
"3305198","2708825","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314847","2708825","3","1001","","spaghetti, any shape pasta"
"3305197","2708825","","999","WWEIA Category number","3204"
"3314845","2708825","1","1001","","Cannelloni"
"3305199","2708826","","999","WWEIA Category number","3204"
"3314850","2708826","1","1001","","Baked Ziti, spaghetti, any shape pasta"
"3314852","2708826","3","1001","","NS sauce kind"
"3314851","2708826","2","1001","","marinara, red sauce"
"3322266","2708826","","1002","","Moisture change: 0%"
"3305200","2708826","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314854","2708827","6","1001","","made with any vegetables other than tomatoes and onions"
"3314853","2708827","5","1001","","macaroni, spaghetti, any shape of pasta"
"3322267","2708827","","1002","","Moisture change: 0%"
"3305201","2708827","","999","WWEIA Category number","3204"
"3305202","2708827","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305203","2708828","","999","WWEIA Category number","3204"
"3322268","2708828","","1002","","Moisture change: 0%"
"3305204","2708828","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305206","2708829","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305205","2708829","","999","WWEIA Category number","3204"
"3322269","2708829","","1002","","Moisture change: 0%"
"3314855","2708829","1","1001","","spaghetti, any shape pasta"
"3314857","2708830","2","1001","","marinara, red sauce"
"3314859","2708830","4","1001","","fast food"
"3322270","2708830","","1002","","Moisture change: 0%"
"3305208","2708830","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314858","2708830","3","1001","","NS sauce kind"
"3314856","2708830","1","1001","","spaghetti, any shape pasta"
"3305207","2708830","","999","WWEIA Category number","3204"
"3314861","2708831","2","1001","","marinara, red sauce"
"3314863","2708831","4","1001","","NS source"
"3314862","2708831","3","1001","","NS sauce kind"
"3305210","2708831","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3322271","2708831","","1002","","Moisture change: 0%"
"3314860","2708831","1","1001","","spaghetti, any shape pasta"
"3305209","2708831","","999","WWEIA Category number","3204"
"3305211","2708832","","999","WWEIA Category number","3204"
"3314866","2708832","3","1001","","NS sauce kind"
"3314869","2708832","6","1001","","SpaghettiOs, meatless or NFS"
"3314868","2708832","5","1001","","from other place"
"3322272","2708832","","1002","","Moisture change: 0%"
"3305212","2708832","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314864","2708832","1","1001","","spaghetti, any shape pasta"
"3314867","2708832","4","1001","","canned, commercially frozen, dry mix, microwavable container"
"3314865","2708832","2","1001","","marinara, red sauce"
"3314870","2708833","1","1001","","spaghetti, any shape pasta"
"3314874","2708833","5","1001","","fast food"
"3305214","2708833","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305213","2708833","","999","WWEIA Category number","3204"
"3314871","2708833","2","1001","","marinara, red sauce"
"3322273","2708833","","1002","","Moisture change: 0%"
"3314872","2708833","3","1001","","NS sauce kind"
"3314873","2708833","4","1001","","vegetables other than tomatoes and onions"
"3314877","2708834","3","1001","","NS sauce kind"
"3305216","2708834","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314878","2708834","4","1001","","NS source"
"3314879","2708834","5","1001","","vegetables other than tomatoes and onions"
"3305215","2708834","","999","WWEIA Category number","3204"
"3314875","2708834","1","1001","","spaghetti, any shape pasta"
"3322274","2708834","","1002","","Moisture change: 0%"
"3314876","2708834","2","1001","","marinara, red sauce"
"3322275","2708835","","1002","","Moisture change: 0%"
"3305217","2708835","","999","WWEIA Category number","3204"
"3314884","2708835","5","1001","","canned, commercially frozen, dry mix, microwavable container"
"3314885","2708835","6","1001","","from other place"
"3314881","2708835","2","1001","","marinara, red sauce"
"3314883","2708835","4","1001","","vegetables other than tomatoes and onions"
"3314882","2708835","3","1001","","NS sauce kind"
"3314880","2708835","1","1001","","spaghetti, any shape pasta"
"3305218","2708835","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314886","2708836","1","1001","","spaghetti, any shape pasta"
"3322276","2708836","","1002","","Moisture change: 0%"
"3305220","2708836","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305219","2708836","","999","WWEIA Category number","3204"
"3314887","2708837","1","1001","","spaghetti, any shape pasta"
"3305221","2708837","","999","WWEIA Category number","3204"
"3322277","2708837","","1002","","Moisture change: 0%"
"3314890","2708837","4","1001","","fast food"
"3314889","2708837","3","1001","","NS sauce kind"
"3314888","2708837","2","1001","","marinara, red sauce"
"3305222","2708837","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314893","2708838","3","1001","","NS sauce kind"
"3305223","2708838","","999","WWEIA Category number","3204"
"3322278","2708838","","1002","","Moisture change: 0%"
"3314894","2708838","4","1001","","NS source"
"3305224","2708838","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314892","2708838","2","1001","","marinara, red sauce"
"3314891","2708838","1","1001","","spaghetti, any shape pasta"
"3314900","2708839","6","1001","","Beefaroni"
"3314899","2708839","5","1001","","from other place"
"3314901","2708839","7","1001","","SpaghettiOs with meat"
"3314897","2708839","3","1001","","NS sauce kind"
"3305225","2708839","","999","WWEIA Category number","3204"
"3322279","2708839","","1002","","Moisture change: 0%"
"3314895","2708839","1","1001","","spaghetti, any shape pasta"
"3314896","2708839","2","1001","","marinara, red sauce"
"3305226","2708839","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314898","2708839","4","1001","","canned, commercially frozen, dry mix, microwavable container"
"3314906","2708840","5","1001","","fast food"
"3314902","2708840","1","1001","","spaghetti, any shape pasta"
"3305228","2708840","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314904","2708840","3","1001","","NS sauce kind"
"3314903","2708840","2","1001","","marinara, red sauce"
"3314905","2708840","4","1001","","vegetables other than tomatoes and onions"
"3322280","2708840","","1002","","Moisture change: 0%"
"3305227","2708840","","999","WWEIA Category number","3204"
"3314908","2708841","2","1001","","marinara, red sauce"
"3314907","2708841","1","1001","","spaghetti, any shape pasta"
"3314909","2708841","3","1001","","NS sauce kind"
"3322281","2708841","","1002","","Moisture change: 0%"
"3305230","2708841","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305229","2708841","","999","WWEIA Category number","3204"
"3314910","2708841","4","1001","","vegetables other than tomatoes and onions"
"3314911","2708841","5","1001","","NS source"
"3314916","2708842","5","1001","","canned, commercially frozen, dry mix, microwavable container"
"3314913","2708842","2","1001","","marinara, red sauce"
"3314917","2708842","6","1001","","from other place"
"3314915","2708842","4","1001","","vegetables other than tomatoes and onions"
"3305232","2708842","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305231","2708842","","999","WWEIA Category number","3204"
"3314912","2708842","1","1001","","spaghetti, any shape pasta"
"3314914","2708842","3","1001","","NS sauce kind"
"3322282","2708842","","1002","","Moisture change: 0%"
"3314919","2708843","2","1001","","marinara, red sauce"
"3322283","2708843","","1002","","Moisture change: 0%"
"3305234","2708843","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305233","2708843","","999","WWEIA Category number","3204"
"3314920","2708843","3","1001","","NS sauce kind"
"3314918","2708843","1","1001","","spaghetti, any shape pasta"
"3314921","2708843","4","1001","","fast food"
"3305235","2708844","","999","WWEIA Category number","3204"
"3305236","2708844","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314925","2708844","4","1001","","NS source"
"3314922","2708844","1","1001","","spaghetti, any shape pasta"
"3322284","2708844","","1002","","Moisture change: 0%"
"3314924","2708844","3","1001","","NS sauce kind"
"3314923","2708844","2","1001","","marinara, red sauce"
"3305237","2708845","","999","WWEIA Category number","3204"
"3314928","2708845","3","1001","","NS sauce kind"
"3314926","2708845","1","1001","","spaghetti, any shape pasta"
"3314927","2708845","2","1001","","marinara, red sauce"
"3322285","2708845","","1002","","Moisture change: 0%"
"3305238","2708845","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314929","2708845","4","1001","","canned, commercially frozen, dry mix, microwavable container"
"3314930","2708845","5","1001","","from other place"
"3314932","2708846","2","1001","","marinara, red sauce"
"3314934","2708846","4","1001","","vegetables other than tomatoes and onions"
"3322286","2708846","","1002","","Moisture change: 0%"
"3305240","2708846","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3314935","2708846","5","1001","","fast food"
"3305239","2708846","","999","WWEIA Category number","3204"
"3314931","2708846","1","1001","","spaghetti, any shape pasta"
"3314933","2708846","3","1001","","NS sauce kind"
"3314937","2708847","2","1001","","marinara, red sauce"
"3322287","2708847","","1002","","Moisture change: 0%"
"3314940","2708847","5","1001","","vegetables other than tomatoes and onions"
"3305242","2708847","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305241","2708847","","999","WWEIA Category number","3204"
"3314938","2708847","3","1001","","NS sauce kind"
"3314936","2708847","1","1001","","spaghetti, any shape pasta"
"3314939","2708847","4","1001","","NS source"
"3314946","2708848","6","1001","","from other place"
"3314942","2708848","2","1001","","marinara, red sauce"
"3322288","2708848","","1002","","Moisture change: 0%"
"3314941","2708848","1","1001","","spaghetti, any shape pasta"
"3305244","2708848","","999","WWEIA Category description","Pasta mixed dishes, excludes macaroni and cheese"
"3305243","2708848","","999","WWEIA Category number","3204"
"3314944","2708848","4","1001","","vegetables other than tomatoes and onions"
"3314945","2708848","5","1001","","canned, commercially frozen, dry mix, microwavable container"
"3314943","2708848","3","1001","","NS sauce kind"
"3314951","2708849","5","1001","","fast food"
